Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018]
Israel,ISR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.63159,..,3.409984,3.851167,3.487468
Israel,ISR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1042.09907097705,194.042922873966,..,211.340974388845,233.100145275226,243.293395813676
Israel,ISR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,37,24,..,45,30,28
Israel,ISR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3,3.596843,..,3.112302,3.494444,3.328609
Italy,ITA,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,21,21,20,14,20,18
Italy,ITA,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.65693,3.83403,3.731296,3.835361,3.857773,3.854946
Italy,ITA,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,21,18,21,23,21,24
Italy,ITA,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.62857,3.739631,3.649827,3.62495,3.765139,3.655042
Italy,ITA,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,21,37,19,17,17,21
Italy,ITA,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.56738,3.206124,3.534331,3.538153,3.651206,3.512059
Italy,ITA,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,29,23,27,29,27,23
Italy,ITA,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.1871,3.381943,3.343403,3.355694,3.453031,3.472044
Italy,ITA,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,27,24,18,22,22,17
Italy,ITA,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.92969,4.080522,4.047426,4.04898,4.032609,4.126595
Italy,ITA,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,22,22,24,20,21,19
Italy,ITA,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,20,18,18,18,18
Italy,ITA,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,25,24,23,24,22
Italy,ITA,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.57514327658666,3.644385,3.670711,3.691076,3.755414,3.739152
Italy,ITA,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.571591,3.613911,3.639202,3.69974,3.676977
Italy,ITA,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.717178,3.727512,3.742949,3.811088,3.801327
Italy,ITA,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1216.58769779105,212.714775250169,205.871320740754,251.602835898064,241.431477934463,288.767981108306
Italy,ITA,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,23,20,23,19,19,18
Italy,ITA,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.51948,3.719891,3.738047,3.775923,3.791468,3.852904
Japan,JPN,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,7,8,9,9,13,10
Japan,JPN,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.07605,4.128887,4.033568,3.95238,4.029946,4.049101
Japan,JPN,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,5,7,9,11,12,4
Japan,JPN,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,4.11985,3.99608,3.974135,3.931567,3.990233,4.088451
Japan,JPN,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,10,12,14,19,13,14
Japan,JPN,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.76557,3.548982,3.61148,3.518439,3.694508,3.591916
Japan,JPN,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,11,10,11,14,11,3
Japan,JPN,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.78648,3.785498,3.719593,3.781139,3.848448,3.99399
Japan,JPN,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,6,13,6,10,15,10
Japan,JPN,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.34454,4.260915,4.21071,4.23948,4.206616,4.254069
Japan,JPN,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,6,7,8,10,12,5
Japan,JPN,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,5,7,6,10,2
Japan,JPN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,10,11,12,15,10
Japan,JPN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,4.02355409850846,3.965889,3.93286,3.914618,3.970464,4.02565
Japan,JPN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.905548,3.875467,3.854598,3.916064,3.957147
Japan,JPN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,4.026229,3.990254,3.974639,4.024865,4.094152
Japan,JPN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1428.43264423206,238.576611216577,226.079033541154,272.502952112665,260.274323085793,318.971288209032
Japan,JPN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,6,5,9,7,11,2
Japan,JPN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.10638,4.18812,4.106272,4.155425,4.096887,4.24824
Jordan,JOR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,57,133,104,96,62,84
Jordan,JOR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.84615,2.328572,2.547314,2.666667,2.95825,2.77235
Jordan,JOR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,41,90,137,60,61,93
Jordan,JOR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3,2.492857,2.17438,2.939394,2.891052,2.545078
Jordan,JOR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,39,49,63,65,49,119
Jordan,JOR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.08333,3.107143,2.884298,2.955682,3.1737,2.443329
Jordan,JOR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,54,93,115,78,83,88
Jordan,JOR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.61538,2.307143,2.272727,2.596212,2.552804,2.491395
Jordan,JOR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,68,78,106,58,71,76
Jordan,JOR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.16667,3.388572,2.922314,3.459975,3.339701,3.183243
Jordan,JOR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,52,81,102,68,67,84
Jordan,JOR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,56,65,56,51,64
Jordan,JOR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,104,140,86,79,112
Jordan,JOR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.88991953237379,2.737719,2.556634,2.873924,2.956611,2.687973
Jordan,JOR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.565862,2.246042,2.701817,2.744246,2.520306
Jordan,JOR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,2.909575,2.867226,3.04603,3.168976,2.85564
Jordan,JOR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,892.864049082588,139.78240934393,119.992877361109,175.203001571655,171.43974933452,177.95016683095
Jordan,JOR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,56,55,91,76,62,70
Jordan,JOR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.61538,2.692857,2.484298,2.590152,2.774781,2.718464
"Korea, Rep.",KOR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,25,23,22,21,24,22
"Korea, Rep.",KOR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.55932,3.828303,3.679659,3.689169,3.783652,3.754119
"Korea, Rep.",KOR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,22,23,22,21,25,28
"Korea, Rep.",KOR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.62712,3.636203,3.647811,3.663521,3.690245,3.587763
"Korea, Rep.",KOR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,24,15,12,28,27,33
"Korea, Rep.",KOR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.44262,3.471114,3.665477,3.437586,3.582513,3.330246
"Korea, Rep.",KOR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,27,26,23,24,26,25
"Korea, Rep.",KOR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.22388,3.330208,3.417196,3.471572,3.453085,3.402588
"Korea, Rep.",KOR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,30,28,21,28,23,25
"Korea, Rep.",KOR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.85714,3.972869,4.024577,3.995877,4.025192,3.919574
"Korea, Rep.",KOR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,25,23,21,21,24,25
"Korea, Rep.",KOR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,21,18,18,20,20
"Korea, Rep.",KOR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,25,24,25,28,29
"Korea, Rep.",KOR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.52007379440967,3.637197,3.695429,3.666238,3.717126,3.612164
"Korea, Rep.",KOR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.571615,3.635073,3.581062,3.642164,3.48872
"Korea, Rep.",KOR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.702779,3.755784,3.751415,3.792088,3.735609
"Korea, Rep.",KOR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1190.5709494612,212.136571318253,207.776703729056,249.280600763108,238.07665414858,275.380601223954
"Korea, Rep.",KOR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,25,23,22,18,20,22
"Korea, Rep.",KOR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.44444,3.617907,3.740041,3.791016,3.790535,3.725528
Luxembourg,LUX,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,26,19,13,22,8,29
Luxembourg,LUX,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.55556,3.916084,3.908448,3.683471,4.1225,3.61474
Luxembourg,LUX,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,33,21,15,14,10,19
Luxembourg,LUX,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.22222,3.666084,3.817539,3.783471,4.01,3.757625
Luxembourg,LUX,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,45,7,9,1,1,31
Luxembourg,LUX,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3,3.670746,3.70217,3.818182,4.235,3.371425
Luxembourg,LUX,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,15,1,18,10,9,20
Luxembourg,LUX,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.66667,4.038024,3.538461,3.818182,3.9,3.527956
Luxembourg,LUX,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,25,1,11,1,1,26
Luxembourg,LUX,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4,4.579837,4.18746,4.705877,4.795714,3.903863
Luxembourg,LUX,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,23,5,15,8,2,24
Luxembourg,LUX,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,1,1,1,1,18
Luxembourg,LUX,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,20,29,21,12,30
Luxembourg,LUX,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.53687272935643,3.980073,3.822217,3.946726,4.219409,3.629998
Luxembourg,LUX,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.679109,3.486634,3.653466,3.969657,3.449278
Luxembourg,LUX,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,4.281036,4.157799,4.239985,4.469162,3.810719
Luxembourg,LUX,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1198.50735353551,239.717574568036,217.550135977652,275.504897748915,282.087074009754,277.260704327062
Luxembourg,LUX,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,13,9,20,15,4,25
Luxembourg,LUX,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.85714,4.058421,3.785503,3.909091,4.235,3.631442
Malaysia,MYS,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,28,41,28,23,36,47
Malaysia,MYS,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.51163,3.324446,3.538617,3.581918,3.461243,3.147835
Malaysia,MYS,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,26,31,30,32,35,36
Malaysia,MYS,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.40476,3.34477,3.452344,3.465639,3.342215,3.297836
Malaysia,MYS,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,26,13,26,10,32,32
Malaysia,MYS,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.36364,3.495621,3.402062,3.64433,3.482079,3.347836
Malaysia,MYS,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,23,36,29,27,40,43
Malaysia,MYS,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.35556,3.105014,3.281603,3.36772,3.167154,2.898268
Malaysia,MYS,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,26,37,28,31,47,53
Malaysia,MYS,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.94737,3.85905,3.858011,3.91714,3.652954,3.463814
Malaysia,MYS,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,27,29,29,25,32,41
Malaysia,MYS,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,26,25,22,31,31
Malaysia,MYS,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,35,31,28,41,55
Malaysia,MYS,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.48023355782652,3.440977,3.494042,3.590425,3.426307,3.220886
Malaysia,MYS,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.291642,3.398115,3.51702,3.336461,3.001216
Malaysia,MYS,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.590312,3.589969,3.663831,3.516153,3.440555
Malaysia,MYS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1171.74902908698,196.352601435053,192.252819763319,242.192445022453,212.594871381482,234.13113492486
Malaysia,MYS,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,28,28,27,26,33,40
Malaysia,MYS,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.32558,3.502393,3.428974,3.558952,3.447615,3.147186
Mexico,MEX,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,48,45,49,55,42,62
Mexico,MEX,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.95789,3.277999,3.153561,3.142673,3.401712,3.004811
Mexico,MEX,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,57,44,44,47,48,52
Mexico,MEX,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.79787,3.035814,3.02011,3.118379,3.138875,3.019504
Mexico,MEX,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,54,77,43,46,61,51
Mexico,MEX,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.90909,2.832787,3.065703,3.192201,3.004129,3.102816
Mexico,MEX,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,63,62,66,70,54,53
Mexico,MEX,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.49524,2.547734,2.630732,2.688755,2.877615,2.769794
Mexico,MEX,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,51,54,55,46,68,49
Mexico,MEX,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.4,3.6645,3.471374,3.570401,3.377595,3.529618
Mexico,MEX,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,56,50,47,50,54,51
Mexico,MEX,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,44,37,44,45,43
Mexico,MEX,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,55,59,55,66,60
Mexico,MEX,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.86805457440541,3.047349,3.062717,3.128319,3.114031,3.051375
Mexico,MEX,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.94581,2.941053,3.031062,2.957114,2.898451
Mexico,MEX,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.148888,3.184381,3.225575,3.270948,3.204299
Mexico,MEX,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,882.534278650434,164.689098748351,159.004202665285,198.987726877922,185.233009895889,216.260878274024
Mexico,MEX,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,53,44,47,50,57,57
Mexico,MEX,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.68,2.954733,3.026609,3.036238,2.890923,2.846917
Morocco,MAR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,130,..,58,..,122,112
Morocco,MAR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2,..,3.011027,..,2.33642,2.512709
Morocco,MAR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,119,..,59,..,91,101
Morocco,MAR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.125,..,2.886027,..,2.58642,2.489252
Morocco,MAR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,64,..,46,..,54,103
Morocco,MAR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.75,..,3.011111,..,3.08642,2.575211
Morocco,MAR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,101,..,65,..,124,115
Morocco,MAR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.2,..,2.637576,..,2.222222,2.328104
Morocco,MAR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,95,..,53,..,83,114
Morocco,MAR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.85714,..,3.511027,..,3.199339,2.878139
Morocco,MAR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,94,..,50,..,86,109
Morocco,MAR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,..,37,..,56,79
Morocco,MAR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,..,65,..,137,133
Morocco,MAR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.38350355614073,..,3.031835,..,2.665994,2.539661
Morocco,MAR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,..,2.857449,..,2.253498,2.351484
Morocco,MAR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,..,3.206221,..,3.07849,2.727837
Morocco,MAR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,653.615440179313,..,156.623668744874,..,145.975665961612,162.314759663281
Morocco,MAR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,77,..,39,..,90,93
Morocco,MAR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.33333,..,3.140404,..,2.46142,2.434603
Netherlands,NLD,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,4,9,2,6,6,11
Netherlands,NLD,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.13636,4.120831,4.116703,4.073242,4.171777,4.024758
Netherlands,NLD,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,1,3,7,2,3,5
Netherlands,NLD,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,4.25,4.154997,4.047626,4.127404,4.21524,4.087875
Netherlands,NLD,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,1,11,3,11,6,11
Netherlands,NLD,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,4.04878,3.605821,3.862488,3.641035,3.944028,3.682287
Netherlands,NLD,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,1,4,8,4,3,5
Netherlands,NLD,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.99225,3.982097,3.845895,3.963995,4.122913,3.917559
Netherlands,NLD,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,5,6,12,6,5,11
Netherlands,NLD,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.38235,4.407749,4.14585,4.336971,4.413116,4.253336
Netherlands,NLD,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,2,4,5,2,4,6
Netherlands,NLD,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,1,3,2,1,2
Netherlands,NLD,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,4,7,5,6,11
Netherlands,NLD,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,4.17769514881124,4.068615,4.021571,4.047782,4.18753,4.019269
Netherlands,NLD,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,4.000146,3.937128,3.974146,4.107819,3.951432
Netherlands,NLD,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,4.137084,4.106014,4.121418,4.267241,4.087106
Netherlands,NLD,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1501.25426438343,246.839907976447,232.917306470809,284.953154202658,279.29381169597,318.298587866936
Netherlands,NLD,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,1,2,3,3,2,4
Netherlands,NLD,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.29032,4.248886,4.147512,4.229527,4.289743,4.207611
Nicaragua,NIC,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,118,107,..,104,107,..
Nicaragua,NIC,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.18519,2.50938,..,2.576957,2.473305,..
Nicaragua,NIC,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,92,114,..,98,96,..
Nicaragua,NIC,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.40741,2.313995,..,2.580249,2.545703,..
Nicaragua,NIC,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,124,106,..,98,107,..
Nicaragua,NIC,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.17857,2.632611,..,2.694146,2.502535,..
Nicaragua,NIC,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,112,101,..,72,90,..
Nicaragua,NIC,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.14286,2.242514,..,2.663827,2.480624,..
Nicaragua,NIC,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,131,92,..,79,134,..
Nicaragua,NIC,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.5,3.210973,..,3.165664,2.677015,..
Nicaragua,NIC,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,122,107,..,95,102,..
Nicaragua,NIC,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,78,..,67,78,..
Nicaragua,NIC,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,133,..,127,136,..
